60307,2022/01/01 07:26:00,2022/01/06 07:26:00,2022/01/05 00:00:00,4000
60308,2022/01/01 07:27:00,2022/01/06 07:27:00,2022/01/08 00:00:00,7000
60310,2022/01/01 07:27:00,2022/01/06 07:27:00,2022/01/08 00:00:00,8000
60311,2022/01/01 07:32:00,2022/01/06 07:32:00,2022/01/08 00:00:00,6500
60312,2022/01/01 07:33:00,2022/01/06 07:33:00,2022/01/04 00:00:00,8000
60313,2022/01/01 07:39:00,2022/01/06 07:39:00,2022/01/04 00:00:00,5500
60314,2022/01/01 07:39:00,2022/01/06 07:39:00,2022/01/05 00:00:00,6500
60315,2022/01/01 07:42:00,2022/01/06 07:42:00,2022/01/05 00:00:00,5000
60316,2022/01/01 07:44:00,2022/01/06 07:44:00,2022/01/08 00:00:00,4500
60087,2022/01/01 07:44:00,2022/01/06 07:44:00,2022/01/08 00:00:00,6500
60088,2022/01/01 07:45:00,2022/01/06 07:45:00,2022/01/11 00:00:00,5500
60089,2022/01/01 07:46:00,2022/01/06 07:46:00,2022/01/07 00:00:00,4000
60090,2022/01/01 07:49:00,2022/01/06 07:49:00,2022/01/04 00:00:00,4000
60091,2022/01/01 07:54:00,2022/01/06 07:54:00,2022/01/05 00:00:00,7000
60092,2022/01/01 07:56:00,2022/01/06 07:56:00,2022/01/08 00:00:00,5000
60093,2022/01/01 07:57:00,2022/01/06 07:57:00,2022/01/08 00:00:00,6500
60094,2022/01/01 08:00:00,2022/01/06 08:00:00,2022/01/08 00:00:00,4500
60096,2022/01/01 08:00:00,2022/01/06 08:00:00,2022/01/08 00:00:00,7000
60097,2022/01/01 08:01:00,2022/01/06 08:01:00,2022/01/08 00:00:00,8000
60098,2022/01/01 08:01:00,2022/01/06 08:01:00,2022/01/10 00:00:00,4000
60100,2022/01/01 08:01:00,2022/01/06 08:01:00,2022/01/04 00:00:00,6000
60101,2022/01/01 08:04:00,2022/01/06 08:04:00,2022/01/05 00:00:00,6500
60245,2022/01/01 08:04:00,2022/01/06 08:04:00,2022/01/08 00:00:00,4500
60249,2022/01/01 08:07:00,2022/01/06 08:07:00,2022/01/08 00:00:00,4500
60256,2022/01/01 08:09:00,2022/01/06 08:09:00,2022/01/05 00:00:00,8000
60259,2022/01/01 08:13:00,2022/01/06 08:13:00,2022/01/05 00:00:00,7000
60267,2022/01/01 08:14:00,2022/01/06 08:14:00,2022/01/08 00:00:00,7000
60274,2022/01/01 08:15:00,2022/01/06 08:15:00,2022/01/04 00:00:00,4000
60279,2022/01/01 08:17:00,2022/01/06 08:17:00,2022/01/06 00:00:00,8000
60283,2022/01/01 08:18:00,2022/01/06 08:18:00,2022/01/08 00:00:00,7000
60284,2022/01/01 08:18:00,2022/01/06 08:18:00,2022/01/07 00:00:00,4000
60290,2022/01/01 08:18:00,2022/01/06 08:18:00,2022/01/03 00:00:00,4000
60298,2022/01/01 08:21:00,2022/01/06 08:21:00,2022/01/03 00:00:00,4500
60302,2022/01/01 08:21:00,2022/01/06 08:21:00,2022/01/08 00:00:00,6500
60309,2022/01/01 08:23:00,2022/01/06 08:23:00,2022/01/07 00:00:00,4000
60317,2022/01/01 08:23:00,2022/01/06 08:23:00,2022/01/08 00:00:00,4500
60325,2022/01/01 08:24:00,2022/01/06 08:24:00,2022/01/06 00:00:00,6500
60330,2022/01/01 08:26:00,2022/01/06 08:26:00,2022/01/05 00:00:00,5500
60334,2022/01/01 08:26:00,2022/01/06 08:26:00,2022/01/08 00:00:00,6500
60341,2022/01/01 08:31:00,2022/01/06 08:31:00,2022/01/05 00:00:00,5000
60346,2022/01/01 08:32:00,2022/01/06 08:32:00,2022/01/08 00:00:00,5500
60040,2022/01/01 08:34:00,2022/01/06 08:34:00,2022/01/07 00:00:00,5000
60041,2022/01/01 08:36:00,2022/01/06 08:36:00,2022/01/06 00:00:00,7000
60042,2022/01/01 08:36:00,2022/01/06 08:36:00,2022/01/08 00:00:00,7000
60043,2022/01/01 08:38:00,2022/01/06 08:38:00,2022/01/06 00:00:00,4500
60045,2022/01/01 08:39:00,2022/01/06 08:39:00,2022/01/08 00:00:00,8000
60046,2022/01/01 08:40:00,2022/01/06 08:40:00,2022/01/03 00:00:00,6500
60047,2022/01/01 08:41:00,2022/01/06 08:41:00,2022/01/03 00:00:00,5000
60049,2022/01/01 08:43:00,2022/01/06 08:43:00,2022/01/08 00:00:00,6000
60050,2022/01/01 08:43:00,2022/01/06 08:43:00,2022/01/04 00:00:00,7000
60051,2022/01/01 08:45:00,2022/01/06 08:45:00,2022/01/07 00:00:00,6500
60052,2022/01/01 08:46:00,2022/01/06 08:46:00,2022/01/05 00:00:00,5500
60054,2022/01/01 08:47:00,2022/01/06 08:47:00,2022/01/05 00:00:00,6000
60055,2022/01/01 08:49:00,2022/01/06 08:49:00,2022/01/06 00:00:00,4500
60057,2022/01/01 08:51:00,2022/01/06 08:51:00,2022/01/06 00:00:00,6000
60059,2022/01/01 08:53:00,2022/01/06 08:53:00,2022/01/05 00:00:00,5500
60060,2022/01/01 08:53:00,2022/01/06 08:53:00,2022/01/07 00:00:00,5500
60062,2022/01/01 08:55:00,2022/01/06 08:55:00,2022/01/08 00:00:00,4000
60063,2022/01/01 08:56:00,2022/01/06 08:56:00,2022/01/08 00:00:00,6000
60064,2022/01/01 08:57:00,2022/01/06 08:57:00,2022/01/03 00:00:00,6500
60065,2022/01/01 09:00:00,2022/01/06 09:00:00,2022/01/08 00:00:00,6500
60102,2022/01/01 09:01:00,2022/01/06 09:01:00,2022/01/08 00:00:00,4500
60103,2022/01/01 09:03:00,2022/01/06 09:03:00,2022/01/08 00:00:00,4000
60104,2022/01/01 09:08:00,2022/01/06 09:08:00,2022/01/08 00:00:00,4000
60105,2022/01/01 09:08:00,2022/01/06 09:08:00,2022/01/08 00:00:00,8000
60106,2022/01/01 09:10:00,2022/01/06 09:10:00,2022/01/08 00:00:00,6500
60107,2022/01/01 09:11:00,2022/01/06 09:11:00,2022/01/04 00:00:00,7000
60108,2022/01/01 09:12:00,2022/01/06 09:12:00,2022/01/07 00:00:00,8000
60110,2022/01/01 09:14:00,2022/01/06 09:14:00,2022/01/08 00:00:00,5000
60111,2022/01/01 09:15:00,2022/01/06 09:15:00,2022/01/08 00:00:00,4000
60112,2022/01/01 09:16:00,2022/01/06 09:16:00,2022/01/08 00:00:00,6500
60113,2022/01/01 09:18:00,2022/01/06 09:18:00,2022/01/05 00:00:00,5500
60114,2022/01/01 09:19:00,2022/01/06 09:19:00,2022/01/07 00:00:00,6500
60115,2022/01/01 09:20:00,2022/01/06 09:20:00,2022/01/07 00:00:00,5500
60116,2022/01/01 09:22:00,2022/01/06 09:22:00,2022/01/05 00:00:00,6500
60117,2022/01/01 09:24:00,2022/01/06 09:24:00,2022/01/04 00:00:00,6000
60118,2022/01/01 09:24:00,2022/01/06 09:24:00,2022/01/06 00:00:00,4000
60119,2022/01/01 09:24:00,2022/01/06 09:24:00,2022/01/08 00:00:00,6000
60121,2022/01/01 09:25:00,2022/01/06 09:25:00,2022/01/08 00:00:00,5500
60122,2022/01/01 09:25:00,2022/01/06 09:25:00,2022/01/04 00:00:00,4000
60123,2022/01/01 09:27:00,2022/01/06 09:27:00,2022/01/08 00:00:00,6500
60124,2022/01/01 09:31:00,2022/01/06 09:31:00,2022/01/08 00:00:00,5000
60125,2022/01/01 09:32:00,2022/01/06 09:32:00,2022/01/04 00:00:00,5500
60126,2022/01/01 09:33:00,2022/01/06 09:33:00,2022/01/08 00:00:00,4500
60127,2022/01/01 09:34:00,2022/01/06 09:34:00,2022/01/05 00:00:00,4500
60128,2022/01/01 09:34:00,2022/01/06 09:34:00,2022/01/08 00:00:00,7000
60129,2022/01/01 09:36:00,2022/01/06 09:36:00,2022/01/07 00:00:00,6500
60130,2022/01/01 09:36:00,2022/01/06 09:36:00,2022/01/07 00:00:00,5000
60131,2022/01/01 09:37:00,2022/01/06 09:37:00,2022/01/08 00:00:00,7000
60132,2022/01/01 09:37:00,2022/01/06 09:37:00,2022/01/08 00:00:00,7000
60133,2022/01/01 09:38:00,2022/01/06 09:38:00,2022/01/08 00:00:00,5000
60134,2022/01/01 09:42:00,2022/01/06 09:42:00,2022/01/05 00:00:00,7000
60135,2022/01/01 09:45:00,2022/01/06 09:45:00,2022/01/04 00:00:00,6500
60136,2022/01/01 09:47:00,2022/01/06 09:47:00,2022/01/05 00:00:00,7000
60137,2022/01/01 09:49:00,2022/01/06 09:49:00,2022/01/08 00:00:00,4500
60138,2022/01/01 09:50:00,2022/01/06 09:50:00,2022/01/03 00:00:00,4500
60139,2022/01/01 09:55:00,2022/01/06 09:55:00,2022/01/03 00:00:00,5500
60003,2022/01/01 09:58:00,2022/01/06 09:58:00,2022/01/05 00:00:00,5000
60009,2022/01/01 10:02:00,2022/01/06 10:02:00,2022/01/08 00:00:00,5500
60010,2022/01/01 10:04:00,2022/01/06 10:04:00,2022/01/08 00:00:00,6500
60011,2022/01/01 10:05:00,2022/01/06 10:05:00,2022/01/05 00:00:00,5500
60035,2022/01/01 10:07:00,2022/01/06 10:07:00,2022/01/08 00:00:00,6500
60037,2022/01/01 10:08:00,2022/01/06 10:08:00,2022/01/07 00:00:00,6500
60070,2022/01/01 10:09:00,2022/01/06 10:09:00,2022/01/07 00:00:00,5500
60071,2022/01/01 10:10:00,2022/01/06 10:10:00,2022/01/06 00:00:00,4000
60072,2022/01/01 10:13:00,2022/01/06 10:13:00,2022/01/04 00:00:00,6500
60073,2022/01/01 10:13:00,2022/01/06 10:13:00,2022/01/08 00:00:00,5500
60074,2022/01/01 10:13:00,2022/01/06 10:13:00,2022/01/04 00:00:00,5000
60076,2022/01/01 10:17:00,2022/01/06 10:17:00,2022/01/08 00:00:00,5000
60077,2022/01/01 10:18:00,2022/01/06 10:18:00,2022/01/08 00:00:00,6500
60078,2022/01/01 10:19:00,2022/01/06 10:19:00,2022/01/07 00:00:00,6500
60079,2022/01/01 10:20:00,2022/01/06 10:20:00,2022/01/08 00:00:00,5000
60081,2022/01/01 10:20:00,2022/01/06 10:20:00,2022/01/08 00:00:00,4000
60082,2022/01/01 10:22:00,2022/01/06 10:22:00,2022/01/08 00:00:00,5000
60083,2022/01/01 10:23:00,2022/01/06 10:23:00,2022/01/05 00:00:00,4000
60084,2022/01/01 10:26:00,2022/01/06 10:26:00,2022/01/08 00:00:00,8000
60085,2022/01/01 10:28:00,2022/01/06 10:28:00,2022/01/08 00:00:00,5000
60086,2022/01/01 10:29:00,2022/01/06 10:29:00,2022/01/07 00:00:00,7000
60008,2022/01/01 10:30:00,2022/01/06 10:30:00,2022/01/05 00:00:00,4000
60014,2022/01/01 10:33:00,2022/01/06 10:33:00,2022/01/08 00:00:00,4000
60025,2022/01/01 10:34:00,2022/01/06 10:34:00,2022/01/06 00:00:00,6500
60029,2022/01/01 10:35:00,2022/01/06 10:35:00,2022/01/08 00:00:00,8000
60030,2022/01/01 10:36:00,2022/01/06 10:36:00,2022/01/06 00:00:00,5000
60031,2022/01/01 10:39:00,2022/01/06 10:39:00,2022/01/08 00:00:00,4500
60032,2022/01/01 10:39:00,2022/01/06 10:39:00,2022/01/08 00:00:00,6500
60033,2022/01/01 10:39:00,2022/01/06 10:39:00,2022/01/03 00:00:00,7000
60034,2022/01/01 10:40:00,2022/01/06 10:40:00,2022/01/03 00:00:00,4500
60038,2022/01/01 10:41:00,2022/01/06 10:41:00,2022/01/07 00:00:00,6500
60039,2022/01/01 10:42:00,2022/01/06 10:42:00,2022/01/08 00:00:00,4000
60066,2022/01/01 10:43:00,2022/01/06 10:43:00,2022/01/07 00:00:00,4000
60067,2022/01/01 10:44:00,2022/01/06 10:44:00,2022/01/03 00:00:00,7000
60068,2022/01/01 10:44:00,2022/01/06 10:44:00,2022/01/03 00:00:00,4500
60069,2022/01/01 10:45:00,2022/01/06 10:45:00,2022/01/03 00:00:00,4000
60001,2022/01/01 10:46:00,2022/01/06 10:46:00,2022/01/05 00:00:00,7000
60004,2022/01/01 10:47:00,2022/01/06 10:47:00,2022/01/08 00:00:00,4000
60006,2022/01/01 10:47:00,2022/01/06 10:47:00,2022/01/04 00:00:00,6500
60007,2022/01/01 10:48:00,2022/01/06 10:48:00,2022/01/08 00:00:00,7000
60013,2022/01/01 10:48:00,2022/01/06 10:48:00,2022/01/08 00:00:00,4500
60015,2022/01/01 10:48:00,2022/01/06 10:48:00,2022/01/08 00:00:00,6500
60017,2022/01/01 10:49:00,2022/01/06 10:49:00,2022/01/08 00:00:00,5500
60018,2022/01/01 10:51:00,2022/01/06 10:51:00,2022/01/08 00:00:00,6000
60020,2022/01/01 10:52:00,2022/01/06 10:52:00,2022/01/08 00:00:00,6500
60021,2022/01/01 10:52:00,2022/01/06 10:52:00,2022/01/08 00:00:00,8000
60023,2022/01/01 10:53:00,2022/01/06 10:53:00,2022/01/08 00:00:00,5500
60026,2022/01/01 10:56:00,2022/01/06 10:56:00,2022/01/05 00:00:00,4000
60027,2022/01/01 10:58:00,2022/01/06 10:58:00,2022/01/08 00:00:00,6500
60028,2022/01/01 10:59:00,2022/01/06 10:59:00,2022/01/08 00:00:00,6000
60318,2022/01/01 11:04:00,2022/01/06 11:04:00,2022/01/07 00:00:00,4000
60319,2022/01/01 11:04:00,2022/01/06 11:04:00,2022/01/08 00:00:00,5000
60320,2022/01/01 11:06:00,2022/01/06 11:06:00,2022/01/04 00:00:00,7000
60321,2022/01/01 11:07:00,2022/01/06 11:07:00,2022/01/04 00:00:00,8000
60322,2022/01/01 11:09:00,2022/01/06 11:09:00,2022/01/03 00:00:00,4500
60323,2022/01/01 11:09:00,2022/01/06 11:09:00,2022/01/05 00:00:00,4500
60324,2022/01/01 11:09:00,2022/01/06 11:09:00,2022/01/06 00:00:00,6500
60326,2022/01/01 11:10:00,2022/01/06 11:10:00,2022/01/08 00:00:00,6000
60327,2022/01/01 11:12:00,2022/01/06 11:12:00,2022/01/08 00:00:00,4500
60328,2022/01/01 11:13:00,2022/01/06 11:13:00,2022/01/07 00:00:00,7000
60329,2022/01/01 11:13:00,2022/01/06 11:13:00,2022/01/06 00:00:00,5000
60361,2022/01/01 11:15:00,2022/01/06 11:15:00,2022/01/05 00:00:00,4000
60362,2022/01/01 11:15:00,2022/01/06 11:15:00,2022/01/08 00:00:00,4500
60363,2022/01/01 11:15:00,2022/01/06 11:15:00,2022/01/03 00:00:00,7000
60364,2022/01/01 11:16:00,2022/01/06 11:16:00,2022/01/08 00:00:00,7000
60365,2022/01/01 11:18:00,2022/01/06 11:18:00,2022/01/08 00:00:00,4500
60366,2022/01/01 11:19:00,2022/01/06 11:19:00,2022/01/05 00:00:00,4500
60367,2022/01/01 11:20:00,2022/01/06 11:20:00,2022/01/03 00:00:00,8000
60368,2022/01/01 11:20:00,2022/01/06 11:20:00,2022/01/08 00:00:00,5000
60369,2022/01/01 11:21:00,2022/01/06 11:21:00,2022/01/03 00:00:00,6500
60370,2022/01/01 11:22:00,2022/01/06 11:22:00,2022/01/08 00:00:00,4000
60371,2022/01/01 11:22:00,2022/01/06 11:22:00,2022/01/07 00:00:00,4000
60372,2022/01/01 11:23:00,2022/01/06 11:23:00,2022/01/07 00:00:00,8000
60373,2022/01/01 11:23:00,2022/01/06 11:23:00,2022/01/04 00:00:00,4000
60374,2022/01/01 11:26:00,2022/01/06 11:26:00,2022/01/08 00:00:00,4500
60376,2022/01/01 11:26:00,2022/01/06 11:26:00,2022/01/08 00:00:00,6500
60377,2022/01/01 11:26:00,2022/01/06 11:26:00,2022/01/08 00:00:00,4500
60379,2022/01/01 11:26:00,2022/01/06 11:26:00,2022/01/10 00:00:00,6500
60380,2022/01/01 11:29:00,2022/01/06 11:29:00,2022/01/07 00:00:00,4000
60381,2022/01/01 11:30:00,2022/01/06 11:30:00,2022/01/03 00:00:00,5000
60382,2022/01/01 11:33:00,2022/01/06 11:33:00,2022/01/03 00:00:00,8000
60383,2022/01/01 11:34:00,2022/01/06 11:34:00,2022/01/08 00:00:00,5500
60384,2022/01/01 11:35:00,2022/01/06 11:35:00,2022/01/08 00:00:00,8000
60237,2022/01/01 11:41:00,2022/01/06 11:41:00,2022/01/05 00:00:00,6500
60238,2022/01/01 11:42:00,2022/01/06 11:42:00,2022/01/08 00:00:00,6500
60239,2022/01/01 11:43:00,2022/01/06 11:43:00,2022/01/03 00:00:00,7000
60240,2022/01/01 11:43:00,2022/01/06 11:43:00,2022/01/07 00:00:00,6500
60241,2022/01/01 11:45:00,2022/01/06 11:45:00,2022/01/08 00:00:00,4000
60242,2022/01/01 11:47:00,2022/01/06 11:47:00,2022/01/04 00:00:00,4500
60243,2022/01/01 11:47:00,2022/01/06 11:47:00,2022/01/05 00:00:00,4500
60244,2022/01/01 11:48:00,2022/01/06 11:48:00,2022/01/05 00:00:00,6500
60246,2022/01/01 11:48:00,2022/01/06 11:48:00,2022/01/06 00:00:00,7000
60247,2022/01/01 11:49:00,2022/01/06 11:49:00,2022/01/08 00:00:00,5500
60248,2022/01/01 11:50:00,2022/01/06 11:50:00,2022/01/07 00:00:00,7000
60250,2022/01/01 11:51:00,2022/01/06 11:51:00,2022/01/10 00:00:00,8000
60251,2022/01/01 11:52:00,2022/01/06 11:52:00,2022/01/08 00:00:00,4500
60252,2022/01/01 11:53:00,2022/01/06 11:53:00,2022/01/08 00:00:00,8000
60254,2022/01/01 11:56:00,2022/01/06 11:56:00,2022/01/03 00:00:00,6000
60255,2022/01/01 11:56:00,2022/01/06 11:56:00,2022/01/08 00:00:00,4000
60257,2022/01/01 11:57:00,2022/01/06 11:57:00,2022/01/08 00:00:00,4500
60140,2022/01/01 11:59:00,2022/01/06 11:59:00,2022/01/03 00:00:00,5500
60141,2022/01/01 12:00:00,2022/01/06 12:00:00,2022/01/08 00:00:00,8000
60142,2022/01/01 12:00:00,2022/01/06 12:00:00,2022/01/08 00:00:00,4500
60143,2022/01/01 12:01:00,2022/01/06 12:01:00,2022/01/08 00:00:00,8000
60144,2022/01/01 12:01:00,2022/01/06 12:01:00,2022/01/03 00:00:00,8000
60145,2022/01/01 12:02:00,2022/01/06 12:02:00,2022/01/06 00:00:00,5500
60146,2022/01/01 12:04:00,2022/01/06 12:04:00,2022/01/03 00:00:00,4000
60147,2022/01/01 12:04:00,2022/01/06 12:04:00,2022/01/05 00:00:00,6000
60148,2022/01/01 12:05:00,2022/01/06 12:05:00,2022/01/08 00:00:00,5000
60149,2022/01/01 12:05:00,2022/01/06 12:05:00,2022/01/08 00:00:00,8000
60150,2022/01/01 12:05:00,2022/01/06 12:05:00,2022/01/08 00:00:00,8000
60151,2022/01/01 12:06:00,2022/01/06 12:06:00,2022/01/07 00:00:00,7000
60152,2022/01/01 12:06:00,2022/01/06 12:06:00,2022/01/07 00:00:00,5500
60153,2022/01/01 12:06:00,2022/01/06 12:06:00,2022/01/03 00:00:00,6000
60154,2022/01/01 12:06:00,2022/01/06 12:06:00,2022/01/03 00:00:00,6500
60155,2022/01/01 12:07:00,2022/01/06 12:07:00,2022/01/03 00:00:00,4500
60156,2022/01/01 12:07:00,2022/01/06 12:07:00,2022/01/08 00:00:00,6000
60157,2022/01/01 12:08:00,2022/01/06 12:08:00,2022/01/08 00:00:00,6500
60158,2022/01/01 12:09:00,2022/01/06 12:09:00,2022/01/08 00:00:00,8000
60216,2022/01/01 12:10:00,2022/01/06 12:10:00,2022/01/08 00:00:00,6500
60217,2022/01/01 12:12:00,2022/01/06 12:12:00,2022/01/08 00:00:00,8000
60218,2022/01/01 12:12:00,2022/01/06 12:12:00,2022/01/06 00:00:00,4500
60220,2022/01/01 12:14:00,2022/01/06 12:14:00,2022/01/03 00:00:00,6000
60221,2022/01/01 12:15:00,2022/01/06 12:15:00,2022/01/04 00:00:00,6000
60222,2022/01/01 12:16:00,2022/01/06 12:16:00,2022/01/08 00:00:00,5000
60223,2022/01/01 12:17:00,2022/01/06 12:17:00,2022/01/11 00:00:00,7000
60225,2022/01/01 12:17:00,2022/01/06 12:17:00,2022/01/03 00:00:00,6500
60226,2022/01/01 12:18:00,2022/01/06 12:18:00,2022/01/10 00:00:00,6500
60227,2022/01/01 12:18:00,2022/01/06 12:18:00,2022/01/08 00:00:00,5000
60228,2022/01/01 12:19:00,2022/01/06 12:19:00,2022/01/08 00:00:00,7000
60229,2022/01/01 12:19:00,2022/01/06 12:19:00,2022/01/07 00:00:00,7000
60231,2022/01/01 12:20:00,2022/01/06 12:20:00,2022/01/08 00:00:00,6500
60232,2022/01/01 12:23:00,2022/01/06 12:23:00,2022/01/08 00:00:00,5000
60233,2022/01/01 12:26:00,2022/01/06 12:26:00,2022/01/03 00:00:00,6500
60234,2022/01/01 12:29:00,2022/01/06 12:29:00,2022/01/08 00:00:00,6500
60235,2022/01/01 12:29:00,2022/01/06 12:29:00,2022/01/07 00:00:00,4000
60236,2022/01/01 12:29:00,2022/01/06 12:29:00,2022/01/03 00:00:00,4000
60159,2022/01/01 12:30:00,2022/01/06 12:30:00,2022/01/08 00:00:00,5500
60160,2022/01/01 12:33:00,2022/01/06 12:33:00,2022/01/08 00:00:00,6000
60161,2022/01/01 12:34:00,2022/01/06 12:34:00,2022/01/08 00:00:00,8000
60162,2022/01/01 12:36:00,2022/01/06 12:36:00,2022/01/03 00:00:00,6000
60163,2022/01/01 12:36:00,2022/01/06 12:36:00,2022/01/06 00:00:00,6000
60164,2022/01/01 12:36:00,2022/01/06 12:36:00,2022/01/08 00:00:00,6500
60165,2022/01/01 12:38:00,2022/01/06 12:38:00,2022/01/04 00:00:00,6500
60166,2022/01/01 12:38:00,2022/01/06 12:38:00,2022/01/07 00:00:00,5500
60167,2022/01/01 12:39:00,2022/01/06 12:39:00,2022/01/08 00:00:00,4500
60168,2022/01/01 12:39:00,2022/01/06 12:39:00,2022/01/08 00:00:00,6500
60169,2022/01/01 12:39:00,2022/01/06 12:39:00,2022/01/03 00:00:00,5000
60170,2022/01/01 12:44:00,2022/01/06 12:44:00,2022/01/08 00:00:00,5500
60171,2022/01/01 12:44:00,2022/01/06 12:44:00,2022/01/06 00:00:00,7000
60172,2022/01/01 12:47:00,2022/01/06 12:47:00,2022/01/07 00:00:00,4500
60173,2022/01/01 12:48:00,2022/01/06 12:48:00,2022/01/06 00:00:00,4500
60174,2022/01/01 12:48:00,2022/01/06 12:48:00,2022/01/04 00:00:00,8000
60278,2022/01/01 12:48:00,2022/01/06 12:48:00,2022/01/05 00:00:00,5000
60280,2022/01/01 12:49:00,2022/01/06 12:49:00,2022/01/05 00:00:00,6500
60281,2022/01/01 12:50:00,2022/01/06 12:50:00,2022/01/08 00:00:00,4000
60282,2022/01/01 12:51:00,2022/01/06 12:51:00,2022/01/08 00:00:00,5000
60285,2022/01/01 12:52:00,2022/01/06 12:52:00,2022/01/08 00:00:00,6500
60286,2022/01/01 12:52:00,2022/01/06 12:52:00,2022/01/05 00:00:00,5500
60287,2022/01/01 12:53:00,2022/01/06 12:53:00,2022/01/05 00:00:00,4500
60288,2022/01/01 12:54:00,2022/01/06 12:54:00,2022/01/10 00:00:00,5000
60289,2022/01/01 12:54:00,2022/01/06 12:54:00,2022/01/08 00:00:00,7000
60291,2022/01/01 12:55:00,2022/01/06 12:55:00,2022/01/03 00:00:00,4500
60292,2022/01/01 12:55:00,2022/01/06 12:55:00,2022/01/03 00:00:00,5500
60293,2022/01/01 12:58:00,2022/01/06 12:58:00,2022/01/03 00:00:00,6500
60294,2022/01/01 12:58:00,2022/01/06 12:58:00,2022/01/08 00:00:00,4000
60295,2022/01/01 12:58:00,2022/01/06 12:58:00,2022/01/08 00:00:00,8000
60296,2022/01/01 12:58:00,2022/01/06 12:58:00,2022/01/04 00:00:00,5500
60297,2022/01/01 13:00:00,2022/01/06 13:00:00,2022/01/08 00:00:00,7000
60299,2022/01/01 13:01:00,2022/01/06 13:01:00,2022/01/05 00:00:00,5500
60300,2022/01/01 13:03:00,2022/01/06 13:03:00,2022/01/08 00:00:00,7000
60301,2022/01/01 13:04:00,2022/01/06 13:04:00,2022/01/05 00:00:00,7000
60303,2022/01/01 13:04:00,2022/01/06 13:04:00,2022/01/05 00:00:00,6000
60304,2022/01/01 13:07:00,2022/01/06 13:07:00,2022/01/05 00:00:00,6500
60175,2022/01/01 13:08:00,2022/01/06 13:08:00,2022/01/04 00:00:00,5000
60176,2022/01/01 13:09:00,2022/01/06 13:09:00,2022/01/08 00:00:00,6500
60177,2022/01/01 13:09:00,2022/01/06 13:09:00,2022/01/08 00:00:00,6500
60178,2022/01/01 13:10:00,2022/01/06 13:10:00,2022/01/08 00:00:00,6500
60179,2022/01/01 13:10:00,2022/01/06 13:10:00,2022/01/04 00:00:00,4000
60180,2022/01/01 13:11:00,2022/01/06 13:11:00,2022/01/08 00:00:00,5000
60181,2022/01/01 13:12:00,2022/01/06 13:12:00,2022/01/05 00:00:00,5500
60182,2022/01/01 13:13:00,2022/01/06 13:13:00,2022/01/05 00:00:00,6500
